STATION,STATION_NAME,DATE,TMAX,TMIN
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990515,74,46
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990516,73,60
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990517,77,50
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990518,79,64
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990519,80,62
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990520,78,67
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990521,83,49
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990522,88,73
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990523,83,63
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990524,80,62
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990525,75,63
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990526,81,52
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990527,77,65
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990528,81,49
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990529,98,53
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990530,93,59
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990531,92,61
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990601,86,64
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990602,91,66
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990603,86,70
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990604,83,58
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990605,83,73
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990606,88,57
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990607,97,75
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990608,97,70
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990609,96,66
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990610,96,68
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990611,82,56
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990612,81,64
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990613,82,67
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990614,90,63
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990615,85,75
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990616,86,61
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990617,73,55
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990618,75,54
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990619,79,52
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990620,73,56
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990621,68,60
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990622,81,71
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990623,85,74
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990624,85,74
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990625,87,64
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990626,93,82
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990627,92,82
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990628,92,76
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990629,93,65
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990630,84,64
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990701,87,70
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990702,87,75
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990703,94,70
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990704,99,75
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990705,100,75
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990706,102,-9999
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990707,101,75
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990708,93,-9999
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990709,99,66
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990710,98,77
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990711,86,63
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990712,84,58
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990713,93,64
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990714,83,66
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990715,91,60
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990716,95,68
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990717,98,72
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990718,100,-9999
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990719,101,71
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990720,97,73
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990721,87,72
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990722,97,83
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990723,100,74
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990724,100,78
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990725,101,69
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990726,92,67
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990727,96,68
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990728,95,-9999
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990729,96,-9999
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990730,97,69
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990731,94,71
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990801,102,72
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990802,92,68
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990803,91,64
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990804,93,83
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990805,94,67
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990806,90,80
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990807,95,65
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990808,96,78
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990809,85,65
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990810,88,56
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990811,97,69
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990812,97,68
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990813,97,75
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990814,96,63
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990815,85,69
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990816,92,79
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990817,99,87
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990818,98,69
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990819,92,77
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990820,89,67
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990821,87,64
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990822,84,61
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990823,89,61
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990824,86,74
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990825,85,68
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990826,87,74
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990827,88,67
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990828,88,76
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990829,91,67
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990830,89,59
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990831,74,60
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990901,83,61
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990902,84,57
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990903,87,57
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990904,86,63
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990905,84,71
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990906,85,68
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990907,87,86
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990908,90,76
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990909,88,75
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990910,86,66
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990911,81,54
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990912,-9999,55
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990913,82,55
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990914,87,63
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990915,83,53
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990916,67,60
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990917,75,53
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990918,77,48
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990919,76,64
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990920,80,56
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990921,75,55
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990922,66,46
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990923,76,43
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990924,78,42
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990925,82,71
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990926,81,59
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990927,80,59
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990928,77,61
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990929,72,66
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19990930,72,54
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991001,74,54
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991002,76,49
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991003,81,54
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991004,78,60
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991005,66,48
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991006,70,41
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991007,66,41
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991008,68,37
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991009,73,50
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991010,70,49
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991011,76,64
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991012,72,44
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991013,73,44
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991014,68,40
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991015,66,39
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991016,75,43
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991017,71,54
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991018,66,54
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991019,61,46
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991020,57,49
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991021,62,40
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991022,67,40
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991023,64,39
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991024,55,34
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991025,64,33
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991026,68,38
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991027,63,59
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991028,62,36
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991029,72,59
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991030,73,41
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991031,76,56
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991101,74,57
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991102,69,60
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991103,70,39
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991104,58,33
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991105,67,51
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991106,75,60
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991107,71,40
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991108,58,41
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991109,72,34
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991110,78,59
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991111,69,46
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991112,51,42
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991113,65,39
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991114,75,41
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991115,69,42
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991116,58,37
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991117,48,30
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991118,58,25
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991119,65,51
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991120,73,58
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991121,74,42
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991122,71,46
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991123,69,45
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991124,68,55
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991125,66,54
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991126,72,52
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991127,64,44
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991128,50,37
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991129,49,34
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991130,45,30
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991201,38,26
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991202,53,26
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991203,66,30
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991204,68,35
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991205,70,34
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991206,63,32
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991207,56,35
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991208,54,27
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991209,56,29
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991210,56,46
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991211,57,35
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991212,56,27
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991213,50,27
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991214,54,32
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991215,45,36
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991216,52,35
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991217,52,26
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991218,53,36
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991219,47,35
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991220,47,31
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991221,44,38
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991222,39,26
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991223,47,32
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991224,43,27
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991225,33,18
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991226,43,20
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991227,40,29
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991228,36,22
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991229,43,21
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991230,59,26
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,19991231,56,37
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000101,55,44
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000102,70,39
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000103,66,51
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000104,73,52
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000105,55,34
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000106,48,23
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000107,55,25
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000108,47,33
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000109,48,37
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000110,51,40
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000111,58,39
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000112,52,39
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000113,60,23
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000114,42,17
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000115,40,18
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000116,62,30
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000117,51,22
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000118,33,15
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000119,38,19
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000120,35,25
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000121,34,25
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000122,32,15
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000123,32,21
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000124,41,27
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000125,38,24
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000126,35,20
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000127,30,10
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000128,34,14
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000129,38,22
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000130,33,14
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000131,40,26
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000201,39,24
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000202,35,23
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000203,37,35
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000204,41,26
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000205,41,38
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000206,41,21
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000207,51,28
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000208,51,26
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000209,55,42
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000210,61,26
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000211,62,37
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000212,52,20
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000213,34,23
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000214,64,32
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000215,64,31
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000216,68,29
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000217,65,24
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000218,39,23
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000219,58,36
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000220,49,31
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000221,50,37
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000222,57,44
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000223,61,35
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000224,72,60
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000225,81,43
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000226,74,42
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000227,65,44
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000228,62,23
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000229,61,33
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000301,74,56
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000302,63,24
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000303,53,42
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000304,58,46
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000305,68,33
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000306,66,33
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000307,74,31
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000308,86,30
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000309,85,44
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000310,78,45
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000311,70,44
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000312,55,20
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000313,52,39
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000314,61,34
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000315,71,58
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000316,71,52
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000317,65,32
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000318,47,24
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000319,46,29
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000320,49,38
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000321,46,39
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000322,48,40
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000323,63,46
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000324,70,38
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000325,77,51
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000326,68,35
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000327,71,44
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000328,61,34
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000329,63,31
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000330,66,38
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000331,65,32
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000401,72,33
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000402,70,43
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000403,76,59
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000404,75,55
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000405,58,47
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000406,82,55
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000407,82,46
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000408,77,39
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000409,55,17
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000410,66,51
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000411,63,49
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000412,62,39
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000413,55,34
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000414,62,35
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000415,64,53
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000416,83,58
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000417,63,50
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000418,52,43
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000419,70,42
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000420,71,45
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000421,71,53
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000422,62,45
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000423,56,45
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000424,68,55
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000425,67,48
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000426,58,46
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000427,57,46
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000428,61,49
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000429,72,44
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000430,73,42
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000501,79,68
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000502,81,55
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000503,77,44
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000504,80,70
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000505,90,62
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000506,89,79
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000507,95,63
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000508,93,80
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000509,93,66
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000510,90,78
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000511,88,51
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000512,91,58
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000513,95,67
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000514,92,55
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000515,78,46
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000516,76,43
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000517,80,57
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000518,85,73
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000519,83,66
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000520,69,47
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000521,68,54
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000522,65,52
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000523,71,56
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000524,89,61
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20000525,89,60
